Year,Month,Day,yeardd,TMAX_F,TMIN_F
1869,05,09,1869.350685,65,53
1869,05,10,1869.353425,66,52
1869,05,11,1869.356164,75,57
1869,05,12,1869.358904,80,63
1869,05,13,1869.361644,63,60
1869,05,14,1869.364384,71,58
1869,05,15,1869.367123,69,58
1869,05,16,1869.369863,62,56
1869,05,17,1869.372603,61,53
1869,05,18,1869.375342,62,53
1869,05,19,1869.378082,55,49
1869,05,20,1869.380822,63,55
1869,05,21,1869.383562,61,51
1869,05,22,1869.386301,59,48
1869,05,23,1869.389041,65,50
1869,05,24,1869.391781,74,57
1869,05,25,1869.394521,80,63
1869,05,26,1869.39726,84,65
1869,05,27,1869.4,65,50
1869,05,28,1869.40274,58,52
1869,05,29,1869.405479,74,54
1869,05,30,1869.408219,67,60
1869,05,31,1869.410959,80,62
1869,06,01,1869.413699,79,70
1869,06,02,1869.416438,70,64
1869,06,03,1869.419178,83,66
1869,06,04,1869.421918,73,63
1869,06,05,1869.424658,82,66
1869,06,06,1869.427397,65,60
1869,06,07,1869.430137,65,55
1869,06,08,1869.432877,57,55
1869,06,09,1869.435616,64,56
1869,06,10,1869.438356,58,54
1869,06,11,1869.441096,68,57
1869,06,12,1869.443836,69,59
1869,06,13,1869.446575,74,65
1869,06,14,1869.449315,76,67
1869,06,15,1869.452055,69,66
1869,06,16,1869.454795,68,61
1869,06,17,1869.457534,74,62
1869,06,18,1869.460274,78,69
1869,06,19,1869.463014,82,72
1869,06,20,1869.465753,78,68
1869,06,21,1869.468493,82,70
1869,06,22,1869.471233,63,61
1869,06,23,1869.473973,72,65
1869,06,24,1869.476712,77,69
1869,06,25,1869.479452,79,69
1869,06,26,1869.482192,80,73
1869,06,27,1869.484932,81,72
1869,06,28,1869.487671,87,68
1869,06,29,1869.490411,82,71
1869,06,30,1869.493151,78,70
1869,07,01,1869.49589,70,62
1869,07,02,1869.49863,76,64
1869,07,03,1869.50137,84,70
1869,07,04,1869.50411,83,72
1869,07,05,1869.506849,73,65
1869,07,06,1869.509589,74,66
1869,07,07,1869.512329,75,63
1869,07,08,1869.515068,80,66
1869,07,09,1869.517808,72,66
1869,07,10,1869.520548,82,70
1869,07,11,1869.523288,88,73
1869,07,12,1869.526027,76,66
1869,07,13,1869.528767,80,70
1869,07,14,1869.531507,66,65
1869,07,15,1869.534247,82,71
1869,07,16,1869.536986,92,78
1869,07,17,1869.539726,84,77
1869,07,18,1869.542466,76,72
1869,07,19,1869.545205,72,69
1869,07,20,1869.547945,69,67
1869,07,21,1869.550685,80,67
1869,07,22,1869.553425,71,62
1869,07,23,1869.556164,75,66
1869,07,24,1869.558904,80,63
1869,07,25,1869.561644,81,72
1869,07,26,1869.564384,76,73
1869,07,27,1869.567123,84,75
1869,07,28,1869.569863,82,71
1869,07,29,1869.572603,78,71
1869,07,30,1869.575342,74,62
1869,07,31,1869.578082,76,64
1869,08,01,1869.580822,78,67
1869,08,02,1869.583562,76,65
1869,08,03,1869.586301,84,74
1869,08,04,1869.589041,78,69
1869,08,05,1869.591781,72,67
1869,08,06,1869.594521,67,56
1869,08,07,1869.59726,67,58
1869,08,08,1869.6,75,57
1869,08,09,1869.60274,77,64
1869,08,10,1869.605479,80,65
1869,08,11,1869.608219,83,67
1869,08,12,1869.610959,81,70
1869,08,13,1869.613699,77,70
1869,08,14,1869.616438,79,68
1869,08,15,1869.619178,81,71
1869,08,16,1869.621918,76,68
1869,08,17,1869.624658,68,62
1869,08,18,1869.627397,72,63
1869,08,19,1869.630137,82,67
1869,08,20,1869.632877,93,72
1869,08,21,1869.635616,95,74
1869,08,22,1869.638356,74,68
1869,08,23,1869.641096,74,66
1869,08,24,1869.643836,77,66
1869,08,25,1869.646575,78,67
1869,08,26,1869.649315,79,68
1869,08,27,1869.652055,75,64
1869,08,28,1869.654795,82,69
1869,08,29,1869.657534,78,71
1869,08,30,1869.660274,71,62
1869,08,31,1869.663014,67,58
1869,09,01,1869.665753,59,51
1869,09,02,1869.668493,62,55
1869,09,03,1869.671233,71,57
1869,09,04,1869.673973,78,65
1869,09,05,1869.676712,78,63
1869,09,06,1869.679452,76,65
1869,09,07,1869.682192,79,72
1869,09,08,1869.684932,76,71
1869,09,09,1869.687671,71,64
1869,09,10,1869.690411,68,57
1869,09,11,1869.693151,71,58
1869,09,12,1869.69589,73,59
1869,09,13,1869.69863,77,64
1869,09,14,1869.70137,73,64
1869,09,15,1869.70411,72,61
1869,09,16,1869.706849,76,63
1869,09,17,1869.709589,66,65
1869,09,18,1869.712329,66,62
1869,09,19,1869.715068,75,63
1869,09,20,1869.717808,86,67
1869,09,21,1869.720548,73,64
1869,09,22,1869.723288,64,61
1869,09,23,1869.726027,68,62
1869,09,24,1869.728767,71,61
1869,09,25,1869.731507,71,63
1869,09,26,1869.734247,71,58
1869,09,27,1869.736986,58,50
1869,09,28,1869.739726,56,46
1869,09,29,1869.742466,65,51
1869,09,30,1869.745205,70,55
1869,10,01,1869.747945,74,55
1869,10,02,1869.750685,70,55
1869,10,03,1869.753425,71,62
1869,10,04,1869.756164,70,54
1869,10,05,1869.758904,59,50
1869,10,06,1869.761644,61,46
1869,10,07,1869.764384,63,48
1869,10,08,1869.767123,70,53
1869,10,09,1869.769863,66,52
1869,10,10,1869.772603,69,58
1869,10,11,1869.775342,63,53
1869,10,12,1869.778082,64,53
1869,10,13,1869.780822,64,46
1869,10,14,1869.783562,58,42
1869,10,15,1869.786301,61,51
1869,10,16,1869.789041,53,44
1869,10,17,1869.791781,59,40
1869,10,18,1869.794521,53,45
1869,10,19,1869.79726,49,41
1869,10,20,1869.8,48,37
1869,10,21,1869.80274,52,38
1869,10,22,1869.805479,58,38
1869,10,23,1869.808219,62,47
1869,10,24,1869.810959,60,41
1869,10,25,1869.813699,45,36
1869,10,26,1869.816438,47,30
1869,10,27,1869.819178,39,30
1869,10,28,1869.821918,44,35
1869,10,29,1869.824658,46,38
1869,10,30,1869.827397,40,34
1869,10,31,1869.830137,41,32
1869,11,01,1869.832877,41,30
1869,11,02,1869.835616,50,38
1869,11,03,1869.838356,52,40
1869,11,04,1869.841096,61,42
1869,11,05,1869.843836,53,47
1869,11,06,1869.846575,48,42
1869,11,07,1869.849315,43,31
1869,11,08,1869.852055,39,31
1869,11,09,1869.854795,44,35
1869,11,10,1869.857534,41,31
1869,11,11,1869.860274,43,34
1869,11,12,1869.863014,43,36
1869,11,13,1869.865753,46,37
1869,11,14,1869.868493,40,35
1869,11,15,1869.871233,37,33
1869,11,16,1869.873973,42,32
1869,11,17,1869.876712,58,36
1869,11,18,1869.879452,42,37
1869,11,19,1869.882192,52,34
1869,11,20,1869.884932,56,43
1869,11,21,1869.887671,44,35
1869,11,22,1869.890411,43,32
1869,11,23,1869.893151,47,42
1869,11,24,1869.89589,45,29
1869,11,25,1869.89863,36,26
1869,11,26,1869.90137,40,28
1869,11,27,1869.90411,43,37
1869,11,28,1869.906849,40,34
1869,11,29,1869.909589,45,33
1869,11,30,1869.912329,57,45
1869,12,01,1869.915068,62,33
1869,12,02,1869.917808,33,24
1869,12,03,1869.920548,29,16
1869,12,04,1869.923288,37,15
1869,12,05,1869.926027,39,35
1869,12,06,1869.928767,34,21
1869,12,07,1869.931507,26,14
1869,12,08,1869.934247,34,22
1869,12,09,1869.936986,39,25
1869,12,10,1869.939726,44,17
1869,12,11,1869.942466,45,25
1869,12,12,1869.945205,42,32
1869,12,13,1869.947945,42,30
1869,12,14,1869.950685,32,26
1869,12,15,1869.953425,36,24
1869,12,16,1869.956164,49,37
1869,12,17,1869.958904,42,35
1869,12,18,1869.961644,44,33
1869,12,19,1869.964384,37,32
1869,12,20,1869.967123,33,28
1869,12,21,1869.969863,37,27
1869,12,22,1869.972603,56,31
1869,12,23,1869.975342,48,29
1869,12,24,1869.978082,36,27
1869,12,25,1869.980822,36,29
1869,12,26,1869.983562,47,34
1869,12,27,1869.986301,46,41
1869,12,28,1869.989041,49,40
1869,12,29,1869.991781,40,37
1869,12,30,1869.994521,46,35
1869,12,31,1869.99726,46,37
1870,01,01,1870,43,34
1870,01,02,1870.00274,54,38
1870,01,03,1870.005479,41,35
1870,01,04,1870.008219,35,29
1870,01,05,1870.010959,34,27
1870,01,06,1870.013699,44,31
1870,01,07,1870.016438,35,26
1870,01,08,1870.019178,34,18
1870,01,09,1870.021918,28,17
1870,01,10,1870.024658,37,26
1870,01,11,1870.027397,46,30
1870,01,12,1870.030137,50,42
1870,01,13,1870.032877,52,31
1870,01,14,1870.035616,30,18
1870,01,15,1870.038356,49,30
1870,01,16,1870.041096,46,38
1870,01,17,1870.043836,56,37
1870,01,18,1870.046575,46,36
1870,01,19,1870.049315,42,30
1870,01,20,1870.052055,45,28
1870,01,21,1870.054795,43,32
1870,01,22,1870.057534,44,31
1870,01,23,1870.060274,58,44
1870,01,24,1870.063014,49,35
1870,01,25,1870.065753,48,36
1870,01,26,1870.068493,54,36
1870,01,27,1870.071233,51,36
1870,01,28,1870.073973,42,31
1870,01,29,1870.076712,41,32
1870,01,30,1870.079452,43,38
1870,01,31,1870.082192,35,30
1870,02,01,1870.084932,35,23
1870,02,02,1870.087671,42,23
1870,02,03,1870.090411,37,24
1870,02,04,1870.093151,25,18
1870,02,05,1870.09589,31,21
1870,02,06,1870.09863,35,27
1870,02,07,1870.10137,39,28
1870,02,08,1870.10411,32,28
1870,02,09,1870.106849,34,27
1870,02,10,1870.109589,37,27
1870,02,11,1870.112329,37,23
1870,02,12,1870.115068,46,30
1870,02,13,1870.117808,35,24
1870,02,14,1870.120548,47,24
1870,02,15,1870.123288,47,35
1870,02,16,1870.126027,43,32
1870,02,17,1870.128767,46,30
1870,02,18,1870.131507,52,32
1870,02,19,1870.134247,33,26
1870,02,20,1870.136986,46,27
1870,02,21,1870.139726,17,12
1870,02,22,1870.142466,22,10
1870,02,23,1870.145205,38,19
1870,02,24,1870.147945,33,16
1870,02,25,1870.150685,31,13
1870,02,26,1870.153425,37,28
1870,02,27,1870.156164,33,28
1870,02,28,1870.158904,38,28
1870,03,01,1870.161644,38,32
1870,03,02,1870.164384,32,23
1870,03,03,1870.167123,33,22
1870,03,04,1870.169863,30,19
1870,03,05,1870.172603,30,23
1870,03,06,1870.175342,36,21
1870,03,07,1870.178082,32,29
1870,03,08,1870.180822,34,28
1870,03,09,1870.183562,35,25
1870,03,10,1870.186301,40,26
1870,03,11,1870.189041,39,24
1870,03,12,1870.191781,31,25
1870,03,13,1870.194521,29,26
1870,03,14,1870.19726,38,27
1870,03,15,1870.2,44,28
1870,03,16,1870.20274,42,24
1870,03,17,1870.205479,31,19
1870,03,18,1870.208219,38,30
1870,03,19,1870.210959,45,28
1870,03,20,1870.213699,49,33
1870,03,21,1870.216438,56,38
1870,03,22,1870.219178,49,39
1870,03,23,1870.221918,39,31
1870,03,24,1870.224658,41,31
1870,03,25,1870.227397,44,27
1870,03,26,1870.230137,43,28
1870,03,27,1870.232877,45,36
1870,03,28,1870.235616,47,40
1870,03,29,1870.238356,49,39
1870,03,30,1870.241096,50,40
1870,03,31,1870.243836,51,42
1870,04,01,1870.246575,51,41
1870,04,02,1870.249315,46,37
1870,04,03,1870.252055,46,36
1870,04,04,1870.254795,35,33
1870,04,05,1870.257534,38,33
1870,04,06,1870.260274,47,34
1870,04,07,1870.263014,52,38
1870,04,08,1870.265753,65,43
1870,04,09,1870.268493,66,44
1870,04,10,1870.271233,60,44
1870,04,11,1870.273973,48,44
1870,04,12,1870.276712,64,46
1870,04,13,1870.279452,68,45
1870,04,14,1870.282192,73,56
1870,04,15,1870.284932,74,61
1870,04,16,1870.287671,50,40
1870,04,17,1870.290411,49,40
1870,04,18,1870.293151,56,45
1870,04,19,1870.29589,50,41
1870,04,20,1870.29863,56,44
1870,04,21,1870.30137,57,44
1870,04,22,1870.30411,63,41
1870,04,23,1870.306849,58,47
1870,04,24,1870.309589,65,45
1870,04,25,1870.312329,56,47
1870,04,26,1870.315068,69,44
1870,04,27,1870.317808,76,51
1870,04,28,1870.320548,80,52
1870,04,29,1870.323288,53,48
1870,04,30,1870.326027,63,48
1870,05,01,1870.328767,68,49
1870,05,02,1870.331507,71,54
1870,05,03,1870.334247,64,53
1870,05,04,1870.336986,80,54
1870,05,05,1870.339726,61,50
1870,05,06,1870.342466,65,52
1870,05,07,1870.345205,60,52
1870,05,08,1870.347945,56,49
1870,05,09,1870.350685,57,50
1870,05,10,1870.353425,50,47
1870,05,11,1870.356164,50,46
1870,05,12,1870.358904,67,47
1870,05,13,1870.361644,69,53
1870,05,14,1870.364384,79,55
1870,05,15,1870.367123,84,63
1870,05,16,1870.369863,86,63
1870,05,17,1870.372603,63,53
1870,05,18,1870.375342,64,51
1870,05,19,1870.378082,75,55
1870,05,20,1870.380822,78,62
1870,05,21,1870.383562,76,60
1870,05,22,1870.386301,70,53
1870,05,23,1870.389041,68,53
1870,05,24,1870.391781,75,61
1870,05,25,1870.394521,79,62
1870,05,26,1870.39726,70,57
1870,05,27,1870.4,59,51
1870,05,28,1870.40274,60,50
1870,05,29,1870.405479,61,57
1870,05,30,1870.408219,64,57
1870,05,31,1870.410959,71,55
1870,06,01,1870.413699,70,61
1870,06,02,1870.416438,74,63
1870,06,03,1870.419178,69,60
1870,06,04,1870.421918,79,61
1870,06,05,1870.424658,77,62
1870,06,06,1870.427397,82,64
1870,06,07,1870.430137,74,65
1870,06,08,1870.432877,84,67
1870,06,09,1870.435616,72,65
1870,06,10,1870.438356,61,57
1870,06,11,1870.441096,65,56
1870,06,12,1870.443836,76,58
1870,06,13,1870.446575,74,61
1870,06,14,1870.449315,80,67
1870,06,15,1870.452055,81,68
1870,06,16,1870.454795,81,70
1870,06,17,1870.457534,78,67
1870,06,18,1870.460274,89,68
1870,06,19,1870.463014,85,74
1870,06,20,1870.465753,88,69
1870,06,21,1870.468493,72,65
1870,06,22,1870.471233,77,57
1870,06,23,1870.473973,85,69
1870,06,24,1870.476712,91,74
1870,06,25,1870.479452,94,75
1870,06,26,1870.482192,86,69
1870,06,27,1870.484932,85,68
1870,06,28,1870.487671,94,74
1870,06,29,1870.490411,90,77
1870,06,30,1870.493151,88,73
1870,07,01,1870.49589,81,63
1870,07,02,1870.49863,73,62
1870,07,03,1870.50137,64,59
1870,07,04,1870.50411,75,60
1870,07,05,1870.506849,77,63
1870,07,06,1870.509589,80,70
1870,07,07,1870.512329,78,71
1870,07,08,1870.515068,76,64
1870,07,09,1870.517808,80,62
1870,07,10,1870.520548,81,67
1870,07,11,1870.523288,86,70
1870,07,12,1870.526027,88,71
1870,07,13,1870.528767,87,70
1870,07,14,1870.531507,88,73
1870,07,15,1870.534247,83,72
1870,07,16,1870.536986,87,72
1870,07,17,1870.539726,93,82
1870,07,18,1870.542466,92,77
1870,07,19,1870.545205,90,77
1870,07,20,1870.547945,81,70
1870,07,21,1870.550685,89,73
1870,07,22,1870.553425,88,70
1870,07,23,1870.556164,92,74
1870,07,24,1870.558904,91,78
1870,07,25,1870.561644,93,78
1870,07,26,1870.564384,92,78
1870,07,27,1870.567123,82,69
1870,07,28,1870.569863,83,68
1870,07,29,1870.572603,86,75
1870,07,30,1870.575342,79,67
1870,07,31,1870.578082,83,66
1870,08,01,1870.580822,83,69
1870,08,02,1870.583562,87,71
1870,08,03,1870.586301,87,71
1870,08,04,1870.589041,83,70
1870,08,05,1870.591781,86,66
1870,08,06,1870.594521,90,73
1870,08,07,1870.59726,89,75
1870,08,08,1870.6,85,74
1870,08,09,1870.60274,86,75
1870,08,10,1870.605479,85,75
1870,08,11,1870.608219,82,75
1870,08,12,1870.610959,88,73
1870,08,13,1870.613699,82,64
1870,08,14,1870.616438,71,60
1870,08,15,1870.619178,79,61
1870,08,16,1870.621918,79,66
1870,08,17,1870.624658,82,67
1870,08,18,1870.627397,87,66
1870,08,19,1870.630137,87,72
1870,08,20,1870.632877,86,70
1870,08,21,1870.635616,80,65
1870,08,22,1870.638356,77,63
1870,08,23,1870.641096,75,64
1870,08,24,1870.643836,75,68
1870,08,25,1870.646575,90,71
1870,08,26,1870.649315,77,62
1870,08,27,1870.652055,74,58
1870,08,28,1870.654795,73,61
1870,08,29,1870.657534,86,68
1870,08,30,1870.660274,80,68
1870,08,31,1870.663014,78,64
1870,09,01,1870.665753,83,63
1870,09,02,1870.668493,83,65
1870,09,03,1870.671233,80,66
1870,09,04,1870.673973,80,64
1870,09,05,1870.676712,73,62
1870,09,06,1870.679452,74,59
1870,09,07,1870.682192,78,60
1870,09,08,1870.684932,71,60
1870,09,09,1870.687671,68,59
1870,09,10,1870.690411,75,60
1870,09,11,1870.693151,69,53
1870,09,12,1870.69589,75,52
1870,09,13,1870.69863,76,55
1870,09,14,1870.70137,81,57
1870,09,15,1870.70411,76,60
1870,09,16,1870.706849,78,66
1870,09,17,1870.709589,69,63
1870,09,18,1870.712329,75,63
1870,09,19,1870.715068,69,59
1870,09,20,1870.717808,74,54
1870,09,21,1870.720548,73,58
1870,09,22,1870.723288,72,53
1870,09,23,1870.726027,80,57
1870,09,24,1870.728767,85,64
1870,09,25,1870.731507,85,68
1870,09,26,1870.734247,75,63
1870,09,27,1870.736986,77,63
1870,09,28,1870.739726,77,62
1870,09,29,1870.742466,72,64
1870,09,30,1870.745205,70,63
1870,10,01,1870.747945,76,63
1870,10,02,1870.750685,65,60
1870,10,03,1870.753425,62,59
1870,10,04,1870.756164,72,59
1870,10,05,1870.758904,68,55
1870,10,06,1870.761644,59,52
1870,10,07,1870.764384,55,49
1870,10,08,1870.767123,63,50
1870,10,09,1870.769863,70,49
1870,10,10,1870.772603,70,50
1870,10,11,1870.775342,67,54
1870,10,12,1870.778082,70,62
1870,10,13,1870.780822,64,52
1870,10,14,1870.783562,64,50
1870,10,15,1870.786301,67,51
1870,10,16,1870.789041,71,53
1870,10,17,1870.791781,68,54
1870,10,18,1870.794521,65,45
1870,10,19,1870.79726,54,42
1870,10,20,1870.8,66,51
1870,10,21,1870.80274,55,47
1870,10,22,1870.805479,61,47
1870,10,23,1870.808219,61,46
1870,10,24,1870.810959,63,50
1870,10,25,1870.813699,68,51
1870,10,26,1870.816438,61,38
1870,10,27,1870.819178,56,33
1870,10,28,1870.821918,59,48
1870,10,29,1870.824658,52,40
1870,10,30,1870.827397,51,35
1870,10,31,1870.830137,59,48
1870,11,01,1870.832877,56,44
1870,11,02,1870.835616,62,47
1870,11,03,1870.838356,61,46
1870,11,04,1870.841096,60,41
1870,11,05,1870.843836,56,47
1870,11,06,1870.846575,49,38
1870,11,07,1870.849315,54,40
1870,11,08,1870.852055,58,38
1870,11,09,1870.854795,67,43
1870,11,10,1870.857534,45,37
1870,11,11,1870.860274,53,34
1870,11,12,1870.863014,58,41
1870,11,13,1870.865753,55,43
1870,11,14,1870.868493,53,40
1870,11,15,1870.871233,45,37
1870,11,16,1870.873973,47,30
1870,11,17,1870.876712,46,37
1870,11,18,1870.879452,46,36
1870,11,19,1870.882192,34,29
1870,11,20,1870.884932,43,30
1870,11,21,1870.887671,50,39
1870,11,22,1870.890411,46,36
1870,11,23,1870.893151,50,40
1870,11,24,1870.89589,44,36
1870,11,25,1870.89863,47,37
1870,11,26,1870.90137,49,39
1870,11,27,1870.90411,62,40
1870,11,28,1870.906849,60,44
1870,11,29,1870.909589,65,43
1870,11,30,1870.912329,49,38
1870,12,01,1870.915068,51,33
1870,12,02,1870.917808,54,39
1870,12,03,1870.920548,47,41
1870,12,04,1870.923288,57,40
1870,12,05,1870.926027,55,43
1870,12,06,1870.928767,49,41
1870,12,07,1870.931507,45,38
1870,12,08,1870.934247,46,37
1870,12,09,1870.936986,42,34
1870,12,10,1870.939726,42,31
1870,12,11,1870.942466,41,28
1870,12,12,1870.945205,52,41
1870,12,13,1870.947945,49,44
1870,12,14,1870.950685,44,38
1870,12,15,1870.953425,38,29
1870,12,16,1870.956164,32,24
1870,12,17,1870.958904,33,25
1870,12,18,1870.961644,38,29
1870,12,19,1870.964384,42,27
1870,12,20,1870.967123,44,36
1870,12,21,1870.969863,38,19
1870,12,22,1870.972603,27,17
1870,12,23,1870.975342,24,17
1870,12,24,1870.978082,24,15
1870,12,25,1870.980822,25,15
1870,12,26,1870.983562,31,22
1870,12,27,1870.986301,30,19
1870,12,28,1870.989041,32,28
1870,12,29,1870.991781,23,19
1870,12,30,1870.994521,30,10
1870,12,31,1870.99726,42,29
1871,01,01,1871,39,30
1871,01,02,1871.00274,42,31
1871,01,03,1871.005479,35,26
1871,01,04,1871.008219,30,20
1871,01,05,1871.010959,48,23
1871,01,06,1871.013699,48,32
1871,01,07,1871.016438,32,27
1871,01,08,1871.019178,21,14
1871,01,09,1871.021918,18,9
1871,01,10,1871.024658,24,3
1871,01,11,1871.027397,34,20
1871,01,12,1871.030137,50,32
1871,01,13,1871.032877,46,34
1871,01,14,1871.035616,45,34
1871,01,15,1871.038356,48,30
1871,01,16,1871.041096,50,30
1871,01,17,1871.043836,38,26
1871,01,18,1871.046575,35,27
1871,01,19,1871.049315,30,19
1871,01,20,1871.052055,36,21
1871,01,21,1871.054795,45,30
1871,01,22,1871.057534,38,11
1871,01,23,1871.060274,11,0
1871,01,24,1871.063014,20,5
1871,01,25,1871.065753,23,10
1871,01,26,1871.068493,14,2
1871,01,27,1871.071233,31,13
1871,01,28,1871.073973,24,19
1871,01,29,1871.076712,36,20
1871,01,30,1871.079452,42,28
1871,01,31,1871.082192,40,27
1871,02,01,1871.084932,46,35
1871,02,02,1871.087671,41,24
1871,02,03,1871.090411,39,34
1871,02,04,1871.093151,39,9
1871,02,05,1871.09589,11,2
1871,02,06,1871.09863,16,0
1871,02,07,1871.10137,30,10
1871,02,08,1871.10411,32,22
1871,02,09,1871.106849,48,32
1871,02,10,1871.109589,38,23
1871,02,11,1871.112329,31,20
1871,02,12,1871.115068,27,21
1871,02,13,1871.117808,29,21
1871,02,14,1871.120548,24,18
1871,02,15,1871.123288,37,14
1871,02,16,1871.126027,42,25
1871,02,17,1871.128767,43,29
1871,02,18,1871.131507,50,35
1871,02,19,1871.134247,40,26
1871,02,20,1871.136986,45,35
1871,02,21,1871.139726,42,19
1871,02,22,1871.142466,31,11
1871,02,23,1871.145205,40,15
1871,02,24,1871.147945,47,31
1871,02,25,1871.150685,53,42
1871,02,26,1871.153425,48,33
1871,02,27,1871.156164,46,34
1871,02,28,1871.158904,40,27
1871,03,01,1871.161644,59,38
1871,03,02,1871.164384,52,36
1871,03,03,1871.167123,63,36
1871,03,04,1871.169863,42,34
1871,03,05,1871.172603,53,32
1871,03,06,1871.175342,49,40
1871,03,07,1871.178082,52,37
1871,03,08,1871.180822,47,32
1871,03,09,1871.183562,60,40
1871,03,10,1871.186301,62,48
1871,03,11,1871.189041,55,40
1871,03,12,1871.191781,54,40
1871,03,13,1871.194521,53,36
1871,03,14,1871.19726,51,36
1871,03,15,1871.2,44,34
1871,03,16,1871.20274,39,37
1871,03,17,1871.205479,52,37
1871,03,18,1871.208219,53,41
1871,03,19,1871.210959,65,42
1871,03,20,1871.213699,47,36
1871,03,21,1871.216438,49,37
1871,03,22,1871.219178,56,39
1871,03,23,1871.221918,54,37
1871,03,24,1871.224658,47,33
1871,03,25,1871.227397,48,33
1871,03,26,1871.230137,49,33
1871,03,27,1871.232877,45,33
1871,03,28,1871.235616,39,32
1871,03,29,1871.238356,51,31
1871,03,30,1871.241096,50,41
1871,03,31,1871.243836,52,40
1871,04,01,1871.246575,41,34
1871,04,02,1871.249315,47,33
1871,04,03,1871.252055,52,38
1871,04,04,1871.254795,62,41
1871,04,05,1871.257534,55,37
1871,04,06,1871.260274,57,33
1871,04,07,1871.263014,61,43
1871,04,08,1871.265753,85,46
1871,04,09,1871.268493,83,62
1871,04,10,1871.271233,80,55
1871,04,11,1871.273973,64,45
1871,04,12,1871.276712,58,45
1871,04,13,1871.279452,64,47
1871,04,14,1871.282192,60,43
1871,04,15,1871.284932,61,43
1871,04,16,1871.287671,56,40
1871,04,17,1871.290411,54,35
1871,04,18,1871.293151,63,40
1871,04,19,1871.29589,57,49
1871,04,20,1871.29863,63,46
1871,04,21,1871.30137,70,54
1871,04,22,1871.30411,57,47
1871,04,23,1871.306849,55,43
1871,04,24,1871.309589,62,42
1871,04,25,1871.312329,66,45
1871,04,26,1871.315068,69,51
1871,04,27,1871.317808,48,42
1871,04,28,1871.320548,51,42
1871,04,29,1871.323288,63,47
1871,04,30,1871.326027,71,52
1871,05,01,1871.328767,65,51
1871,05,02,1871.331507,70,50
1871,05,03,1871.334247,60,48
1871,05,04,1871.336986,48,45
1871,05,05,1871.339726,49,44
1871,05,06,1871.342466,54,45
1871,05,07,1871.345205,60,46
1871,05,08,1871.347945,56,42
1871,05,09,1871.350685,54,46
1871,05,10,1871.353425,63,44
1871,05,11,1871.356164,63,43
1871,05,12,1871.358904,68,48
1871,05,13,1871.361644,73,46
1871,05,14,1871.364384,62,41
1871,05,15,1871.367123,68,49
1871,05,16,1871.369863,69,49
1871,05,17,1871.372603,70,52
1871,05,18,1871.375342,70,46
1871,05,19,1871.378082,77,50
1871,05,20,1871.380822,78,59
1871,05,21,1871.383562,76,57
1871,05,22,1871.386301,75,57
1871,05,23,1871.389041,71,56
1871,05,24,1871.391781,75,51
1871,05,25,1871.394521,76,52
1871,05,26,1871.39726,85,65
1871,05,27,1871.4,83,60
1871,05,28,1871.40274,74,57
1871,05,29,1871.405479,83,60
1871,05,30,1871.408219,92,69
1871,05,31,1871.410959,81,62
1871,06,01,1871.413699,75,62
1871,06,02,1871.416438,80,59
1871,06,03,1871.419178,90,68
1871,06,04,1871.421918,90,65
1871,06,05,1871.424658,86,64
1871,06,06,1871.427397,77,59
1871,06,07,1871.430137,82,67
1871,06,08,1871.432877,79,70
1871,06,09,1871.435616,74,59
1871,06,10,1871.438356,73,55
1871,06,11,1871.441096,78,64
1871,06,12,1871.443836,72,69
1871,06,13,1871.446575,81,59
1871,06,14,1871.449315,76,56
1871,06,15,1871.452055,73,59
1871,06,16,1871.454795,71,55
1871,06,17,1871.457534,72,54
1871,06,18,1871.460274,73,61
1871,06,19,1871.463014,79,58
1871,06,20,1871.465753,87,63
1871,06,21,1871.468493,74,57
1871,06,22,1871.471233,74,57
1871,06,23,1871.473973,80,63
1871,06,24,1871.476712,71,58
1871,06,25,1871.479452,76,57
1871,06,26,1871.482192,81,59
1871,06,27,1871.484932,71,68
1871,06,28,1871.487671,80,65
1871,06,29,1871.490411,74,58
1871,06,30,1871.493151,74,54
1871,07,01,1871.49589,70,57
1871,07,02,1871.49863,80,63
1871,07,03,1871.50137,77,68
1871,07,04,1871.50411,80,65
1871,07,05,1871.506849,85,69
1871,07,06,1871.509589,84,70
1871,07,07,1871.512329,85,70
1871,07,08,1871.515068,84,64
1871,07,09,1871.517808,88,68
1871,07,10,1871.520548,87,71
1871,07,11,1871.523288,85,70
1871,07,12,1871.526027,89,72
1871,07,13,1871.528767,91,72
1871,07,14,1871.531507,87,70
1871,07,15,1871.534247,86,70
1871,07,16,1871.536986,85,64
1871,07,17,1871.539726,78,67
1871,07,18,1871.542466,80,61
1871,07,19,1871.545205,71,66
1871,07,20,1871.547945,76,60
1871,07,21,1871.550685,76,62
1871,07,22,1871.553425,72,58
1871,07,23,1871.556164,80,58
1871,07,24,1871.558904,77,60
1871,07,25,1871.561644,69,60
1871,07,26,1871.564384,75,61
1871,07,27,1871.567123,83,66
1871,07,28,1871.569863,82,67
1871,07,29,1871.572603,72,66
1871,07,30,1871.575342,81,67
1871,07,31,1871.578082,77,65
1871,08,01,1871.580822,83,65
1871,08,02,1871.583562,84,65
1871,08,03,1871.586301,87,68
1871,08,04,1871.589041,84,72
1871,08,05,1871.591781,88,71
1871,08,06,1871.594521,89,69
1871,08,07,1871.59726,86,70
1871,08,08,1871.6,84,74
